Date,Open,High,Low,Close,Adj Close,Volume
2008-06-18,25362,25362,25328,25328,25328,0
2008-06-19,25328,25335,25328,25335,25335,0
2008-06-20,25335,25538,25335,25538,25538,0
2008-06-23,25381,25381,25381,25381,25381,0
2008-06-24,25381,25438,25381,25438,25438,0
2008-06-25,25438,25491,25438,25491,25491,0
2008-06-26,25491,25698,25491,25698,25698,0
2008-06-27,25698,26133,25698,26133,26133,0
2008-06-30,26184,26184,26184,26184,26184,0
2008-07-02,26238,26238,26187,26187,26187,0
2008-07-03,26187,26378,26187,26378,26378,0
2008-07-04,26378,26378,26016,26016,26016,0
2008-07-07,25988,25988,25988,25988,25988,0
2008-07-08,25988,25988,25988,26052,26052,0
2008-07-09,26052,26052,26052,26072,26072,0
2008-07-10,26072,26072,26072,26067,26067,0
2008-07-11,26067,26067,26067,26221,26221,0
2008-07-14,26298,26298,26298,26298,26298,0
2008-07-15,26298,26562,26298,26562,26562,0
2008-07-16,26562,26562,26416,26416,26416,0
2008-07-17,26416,26416,26272,26272,26272,0
2008-07-18,26272,26272,26183,26183,26183,0
2008-07-21,26045,26045,26045,26045,26045,0
2008-07-22,26045,26045,26045,26272,26272,0
2008-07-23,26272,26272,26272,25921,25921,0
2008-07-24,25921,25941,25921,25941,25941,0
2008-07-25,25941,25941,25941,26015,26015,0
2008-07-28,26042,26042,26042,26042,26042,0
2008-07-29,26042,26042,26022,26022,26022,0
2008-07-30,26022,26022,25724,25724,25724,0
2008-07-31,25724,25773,25724,25773,25773,0
2008-08-26,23845,23845,23845,23845,23845,0
2008-08-27,23845,24092,23845,24092,24092,0
2008-08-28,24092,24092,24053,24053,24053,0
2008-08-29,24053,24053,23931,23931,23931,0
2008-09-01,23816,23816,23816,23816,23816,0
2008-09-02,23816,23816,23600,23600,23600,0
2008-09-03,23600,23600,23515,23515,23515,0
2008-09-04,23515,23605,23515,23605,23605,0
2008-09-05,23605,23605,23169,23169,23169,0
2008-09-08,23208,23208,23208,23208,23208,0
2008-09-09,23208,23208,23123,23123,23123,0
